Date,Forecast Units,Bottom Up Forecast Baseline Units,Actual ExF Sales Units,Actual Scan Sales (Shifted) Units,Scan Forecast (Shifted) Units,Actual Scan Sales Baseline (Shifted) Units,PPP / EA,RRP / EA,,Start Date,End Date,Type,Incremental Units
21/4/18,6540.849995,4304.705738,6144,5453.999796,4304.705738,5453.999796,5.126180849,5.126180849,,,,,
28/4/18,9223.433852,4751.145337,9696,10520.00376,10341.50598,4904.339832,4.000556403,5.126180849,,,,,
5/5/18,10735.83838,5145.477734,8928,9555.99582,10735.83838,4842.827808,3.998988574,5.096624819,,,,,
12/5/18,4190.446281,5308.518409,3840,4287.995796,5008.518409,4287.995796,5.084626525,5.088407268,,,,,
19/5/18,4491.236541,5091.236541,6132,4216.007796,4791.236541,4216.007796,5.025692303,5.084626525,,,,,
26/5/18,4654.194296,4654.194296,5088,4586.003772,4654.194296,4586.003772,5.082683218,5.082683218,,,,,
2/6/18,6992.584876,4519.906015,6144,4616.015712,4519.906015,4616.015712,5.071443454,5.082683218,,,,,
9/6/18,10519.57299,4337.875834,8448,8912.003772,10519.57299,4519.175724,3.992092603,5.114885564,,,,,
16/6/18,6563.212774,3534.115452,5376,8179.00776,7518.79547,4518.671724,4.003010197,5.114885564,,,,,
23/6/18,3168.920537,4387.695521,4608,4709.999784,4124.503233,4709.999784,5.224807588,5.224807588,,,,,
30/6/18,6437.271829,4316.812657,3072,4699.007796,4316.812657,4699.007796,5.210105899,5.224807588,,,,,
