Date,Forecast Units,Bottom Up Forecast Baseline Units,Actual ExF Sales Units,Actual Scan Sales (Shifted) Units,Scan Forecast (Shifted) Units,Actual Scan Sales Baseline (Shifted) Units,PPP / EA,RRP / EA,,Start Date,End Date,Type,Incremental Units
25/10/14,528.7697808,0,5940,0,1321.924452,0,2.95,4.05,,,,,
1/11/14,264.3848904,0,5376,0,1321.924452,0,2.95,4.05,,,,,
8/11/14,0,0,6912,0,0,0,4.05,4.05,,,,,
15/11/14,0,0,576,0,0,0,4.05,4.05,,,,,
22/11/14,0,0,3072,0,0,0,4.05,4.05,,,,,
29/11/14,0,0,1728,0,0,0,4.05,4.05,,,,,
6/12/14,2791.593406,3055.978297,3456,2824.00188,3055.978297,2824.00188,4.160251421,4.160251421,,,,,
13/12/14,3066.303687,3066.303687,4032,2993.009922,3066.303687,2993.009922,4.149814541,4.160251421,,,,,
20/12/14,1758.1662,1758.1662,1152,2109.995916,1758.1662,2109.995916,4.160016651,4.160016651,,,,,
27/12/14,2200.674584,2200.674584,1728,3005.999934,2200.674584,3005.999934,4.160251421,4.160251421,,,,,
3/1/15,3107.74061,3107.74061,5184,3427.997916,3107.74061,3427.997916,4.179791018,4.179791018,,,,,
10/1/15,3115.236325,3115.236325,13824,3506.993952,3115.236325,3506.993952,4.180175752,4.180175752,,,,,
17/1/15,27018.47035,3133.234254,31746,3398.00391,3133.234254,3398.00391,4.169769202,4.180175752,,,,,
24/1/15,26545.75717,2660.521074,6144,38363.99393,46088.22306,38363.99393,2.109999901,4.169769202,,,,,
31/1/15,5619.871972,5619.871972,12096,3254.999874,5619.871972,3165.833874,3.979776769,3.979776769,,,,,
7/2/15,3148.514788,3148.514788,1728,3984.005886,3148.514788,3551.669898,3.854169343,4.163015513,,,,,
14/2/15,3083.298633,3083.298633,3456,3665.999904,3083.298633,3650.99994,4.222146302,4.163015513,,,,,
21/2/15,3064.278187,3064.278187,1728,3337.99788,3064.278187,3337.99788,4.198996321,4.198996321,,,,,
28/2/15,3088.824449,3088.824449,3456,3429.995856,3088.824449,3429.995856,4.190203201,4.198996321,,,,,
7/3/15,3054.025971,3054.025971,1728,3514.001904,3054.025971,3514.001904,4.202737892,4.202737892,,,,,
14/3/15,3106.328489,3106.328489,3456,3346.001946,3106.328489,3346.001946,4.223994822,4.223994822,,,,,
21/3/15,2814.650544,2814.650544,4992,3300.995922,2814.650544,3300.995922,4.189993524,4.223994822,,,,,
28/3/15,2755.117925,2755.117925,1728,2864.003898,2755.117925,2864.003898,4.195,4.195,,,,,
4/4/15,2783.324772,2783.324772,3456,3184.997886,2783.324772,3184.997886,4.197771303,4.197771303,,,,,
11/4/15,2947.487219,2947.487219,1920,3400.007898,2947.487219,3400.007898,4.184176406,4.197771303,,,,,
18/4/15,7047.671681,3168.462396,5184,3451.001862,3168.462396,3437.003892,4.208082828,4.184176406,,,,,
25/4/15,4106.1833,3136.380978,4608,6526.997904,5560.886781,3236.999892,3.243907873,4.1814505,,,,,
2/5/15,3647.673723,3162.772562,7488,5386.99791,5587.278365,3302.49591,3.237675373,4.183821645,,,,,
9/5/15,2652.785801,3137.686961,1728,3145.001916,3137.686961,3145.001916,4.118337452,4.183821645,,,,,
16/5/15,3187.546987,3187.546987,3648,3388.991844,3187.546987,3388.991844,4.196994197,4.196994197,,,,,
23/5/15,3167.389976,3167.389976,3456,3252.005862,3167.389976,3252.005862,4.189173443,4.196994197,,,,,
30/5/15,3169.419969,3169.419969,5184,3389.003856,3169.419969,3389.003856,4.211542969,4.211542969,,,,,
6/6/15,3199.538033,3199.538033,0,3406.001928,3199.538033,3406.001928,4.189765418,4.211542969,,,,,
13/6/15,3144.715745,3144.715745,5760,3218.999868,3144.715745,3218.999868,4.122986125,4.189765418,,,,,
20/6/15,2919.670106,2919.670106,384,3219.99594,2919.670106,3210.827928,4.247460713,4.190356753,,,,,
27/6/15,2908.799484,2908.799484,6720,3333.995868,2908.799484,3333.995868,4.209101531,4.209101531,,,,,
4/7/15,2930.772179,2930.772179,0,3475.997868,2930.772179,3463.331844,4.194371358,4.209101531,,,,,
11/7/15,3026.167892,3026.167892,5184,3684.005892,3026.167892,3673.835886,4.20400002,4.202133967,,,,,
18/7/15,3206.119762,3206.119762,3264,3560.993856,3206.119762,3560.993856,4.216517448,4.216517448,,,,,
25/7/15,3233.924902,3233.924902,3456,3575.99991,3233.924902,3566.831898,4.204058723,4.216517448,,,,,
1/8/15,3206.176427,3206.176427,5760,3409.001904,3206.176427,3397.49991,4.208082828,4.209863798,,,,,
8/8/15,3251.830432,3251.830432,2304,3333.005886,3251.830432,3333.005886,4.218142263,4.218142263,,,,,
15/8/15,3207.868691,3207.868691,1344,3530.99985,3207.868691,3530.99985,4.254176476,4.254176476,,,,,
22/8/15,9186.160311,3229.150642,7488,3569.003928,3229.150642,3556.835898,4.203589514,4.254176476,,,,,
29/8/15,4728.529179,3239.276762,6144,5314.007874,6962.407805,3341.003904,3.384664349,4.223658533,,,,,
5/9/15,4108.80834,3364.182132,2304,5506.99191,7087.313175,3284.819916,3.41820212,4.218582604,,,,,
12/9/15,2616.999243,3361.625451,5184,3257.999892,3361.625451,3257.999892,4.237665785,4.237665785,,,,,
19/9/15,2969.356443,2969.356443,4992,2963.003904,2969.356443,2963.003904,4.223600156,4.237665785,,,,,
26/9/15,2807.395968,2807.395968,0,3063.995886,2807.395968,3063.995886,4.194953691,4.223600156,,,,,
3/10/15,3049.028085,3049.028085,4416,3661.997892,3049.028085,3661.997892,4.188634935,4.194953691,,,,,
10/10/15,3190.716379,3190.716379,0,3377.003826,3190.716379,3377.003826,4.195325407,4.195325407,,,,,
17/10/15,3211.799727,3211.799727,5760,3313.997862,3211.799727,3313.997862,4.181274516,4.195325407,,,,,
24/10/15,3129.7592,3129.7592,2496,3110.999934,3129.7592,3110.999934,4.189673854,4.189673854,,,,,
31/10/15,3197.130871,3197.130871,5760,3401.993868,3197.130871,3401.993868,4.169714379,4.189673854,,,,,
7/11/15,3164.317538,3164.317538,0,3348.989868,3164.317538,3337.655874,4.194958305,4.196979867,,,,,
14/11/15,3164.548978,3164.548978,8256,3381.005922,3164.548978,3381.005922,4.189765418,4.196979867,,,,,
21/11/15,3133.326041,3133.326041,576,2962.997898,3133.326041,2962.997898,4.197541235,4.197541235,,,,,
28/11/15,3109.276424,3109.276424,1728,2981.999874,3109.276424,2981.999874,4.254619912,4.254619912,,,,,
5/12/15,3041.660261,3041.660261,4224,2717.99388,3041.660261,2717.99388,4.184242686,4.254619912,,,,,
12/12/15,3068.331685,3068.331685,2304,2791.99788,3068.331685,2791.99788,4.225009781,4.225009781,,,,,
19/12/15,2952.59036,2952.59036,1728,2113.001856,2952.59036,2113.001856,4.190265802,4.225009781,,,,,
26/12/15,1901.704583,1901.704583,4992,3024.995862,1901.704583,3024.995862,4.189673854,4.190265802,,,,,
2/1/16,3161.957519,3161.957519,1728,3537.995874,3161.957519,3421.823874,4.173764954,4.207493519,,,,,
9/1/16,3165.909602,3165.909602,6144,3469.001928,3165.909602,3451.66794,4.160245499,4.207493519,,,,,
16/1/16,20626.18473,3180.635857,30912,3164.99988,3180.635857,3164.99988,4.205549083,4.205549083,,,,,
23/1/16,20936.47839,2711.926901,14784,28096.0079,34431.10667,3132.329886,1.999030022,4.205549083,,,,,
30/1/16,282.2914458,3196.9923,0,5138.003892,5144.49885,3153.503892,3.182707754,4.160277033,,,,,
6/2/16,2972.014607,3229.231729,1728,4691.999886,5176.738279,3047.825928,3.301907194,4.165080429,,,,,
13/2/16,2818.589605,3208.090915,0,2968.991886,3208.090915,2968.991886,4.07637215,4.165080429,,,,,
20/2/16,3200.055965,3200.055965,0,2825.999862,3200.055965,2825.999862,4.200447612,4.200447612,,,,,
27/2/16,3217.396222,3217.396222,3456,3073.991886,3217.396222,3073.991886,4.20478312,4.20478312,,,,,
5/3/16,3202.494443,3202.494443,576,2807.99988,3202.494443,2807.99988,4.195218084,4.20478312,,,,,
12/3/16,3311.736169,3311.736169,3648,2927.003898,3311.736169,2927.003898,4.223271206,4.223271206,,,,,
19/3/16,3252.914255,3252.914255,1728,2466.00585,3252.914255,2466.00585,4.189673854,4.223271206,,,,,
26/3/16,2927.675806,2927.675806,960,2917.99788,2927.675806,2917.99788,4.190354615,4.190354615,,,,,
2/4/16,4061.117187,2914.94045,5952,3367.997934,2914.94045,3367.997934,4.204701466,4.204701466,,,,,
9/4/16,5800.598979,2935.157136,5184,5965.00191,5800.598979,2954.333844,3.333816667,4.205625155,,,,,
16/4/16,5302.482494,3010.12902,6720,4987.991862,5875.570863,2985.491922,3.3399332,4.205625155,,,,,
23/4/16,2657.686152,3230.774521,1728,3032.003898,3230.774521,3032.003898,4.200917653,4.200917653,,,,,
30/4/16,3243.941481,3243.941481,1344,3015.005868,3243.941481,3015.005868,4.217994218,4.217994218,,,,,
7/5/16,3187.729649,3187.729649,3456,3114.005874,3187.729649,3114.005874,4.18974988,4.217994218,,,,,
14/5/16,3239.269848,3239.269848,3456,3298.997856,3239.269848,3298.997856,4.247779248,4.247779248,,,,,
21/5/16,3211.594818,3211.594818,2688,3278.003904,3211.594818,3278.003904,4.24,4.247779248,,,,,
28/5/16,3217.753024,3217.753024,2304,3107.999916,3217.753024,3107.999916,4.219700401,4.24,,,,,
4/6/16,3124.909817,3124.909817,3456,3347.999844,3124.909817,3347.999844,4.223271206,4.223271206,,,,,
11/6/16,3012.140646,3012.140646,4416,3056.999862,3012.140646,3056.999862,4.324063264,4.324063264,,,,,
18/6/16,2904.620091,2904.620091,1920,3017.003892,2904.620091,3017.003892,4.234699336,4.324063264,,,,,
25/6/16,3542.21772,3542.21772,3840,3040.997862,3542.21772,3040.997862,4.211418722,4.234699336,,,,,
2/7/16,3742.445931,3742.445931,2304,3319.00191,3742.445931,3319.00191,4.182325352,4.211418722,,,,,
9/7/16,3564.421882,3564.421882,2688,3350.003916,3564.421882,3350.003916,4.251250085,4.251250085,,,,,
